Region,Country,ISP,Technology,Product name,Up to?,Downstream bandwidth,Downstream units,Downstream (Mbps),Upstream bandwidth,Upstream units,Usage cap,Cap units,Tariff currency,Connection charge (local currency),Modem cost (local currency),Monthly cost (local currency),Contract term (months),Must also take landline?,Voice mins included?,VAT included?,VAT Rate,Standard Xrate,Monthly cost (US$),PPP Xrate,Monthly cost (US$ PPP),Date tariff recorded,Notes,Source URL
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,10,GB,IRR,"150,000.00",450000,"88,000.00",6,,,No,4%,8229,10.69,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO128,,128,Kbps,0.128,128,Kbps,15,GB,IRR,"150,000.00",450000,"73,000.00",12,,,No,4%,8229,8.87,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,3,GB,IRR,"250,000.00",450000,"169,000.00",1,,,No,4%,8229,20.54,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,6,GB,IRR,"250,000.00",450000,"119,000.00",3,,,No,4%,8229,14.46,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,10,GB,IRR,"250,000.00",450000,"102,000.00",6,,,No,4%,8229,12.40,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,15,GB,IRR,"250,000.00",450000,"85,000.00",12,,,No,4%,8229,10.33,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,3,GB,IRR,"150,000.00",450000,"169,000.00",1,,,No,4%,8229,20.54,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,6,GB,IRR,"150,000.00",450000,"119,000.00",3,,,No,4%,8229,14.46,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,10,GB,IRR,"150,000.00",450000,"102,000.00",6,,,No,4%,8229,12.40,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO256,,256,Kbps,0.256,128,Kbps,15,GB,IRR,"150,000.00",450000,"85,000.00",12,,,No,4%,8229,10.33,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,3,GB,IRR,"250,000.00",450000,"189,000.00",1,,,No,4%,8229,22.97,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,6,GB,IRR,"250,000.00",450000,"139,666.67",3,,,No,4%,8229,16.97,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,10,GB,IRR,"250,000.00",450000,"116,500.00",6,,,No,4%,8229,14.16,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,15,GB,IRR,"250,000.00",450000,"95,750.00",12,,,No,4%,8229,11.64,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,3,GB,IRR,"150,000.00",450000,"189,000.00",1,,,No,4%,8229,22.97,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,6,GB,IRR,"150,000.00",450000,"139,666.67",3,,,No,4%,8229,16.97,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,10,GB,IRR,"150,000.00",450000,"116,500.00",6,,,No,4%,8229,14.16,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Iran (Islamic Rep. of),ShaTel [Iran (Islamic Rep. of)],ADSL,ECO512,,512,Kbps,0.512,256,Kbps,15,GB,IRR,"150,000.00",450000,"95,750.00",12,,,No,4%,8229,11.64,#N/A,#N/A,2012Q3,"The technology is ADSL2+. Package with Regular Zyxel modem. Installation and implementation fees are taken as the connection charge. These charges are for other provinces except Tehran and Ahvaz. The customer has the option of selecting between Zyxel modem, wireless HW Zyxel modem IRR75000, and wireless HN Zyxel Modem IRR95000.",http://en.shatel.ir/ADSL2-Price-List/default.loco#Economic-Cost-Of-Service-ECO
Asia,Israel,012 Smile [Israel],ADSL,Integated Internet,,20,Mbps,20,,,,,ILS,,,134.90,,,,Yes,16%,3.88,34.77,3.996456993,33.75,2012Q3,ADSL infrastructure cost needs to be added to monthly cost for new customers,http://www.012.net/Internet/Pages/20MbADSL.aspx
Asia,Israel,012 Smile [Israel],ADSL,Integated Internet,,30,Mbps,30,,,,,ILS,,,144.90,,,,Yes,16%,3.88,37.35,3.996456993,36.26,2012Q3,ADSL infrastructure cost needs to be added to monthly cost for new customers,http://www.012.net/Internet/Pages/30MbADSL.aspx
Asia,Israel,012 Smile [Israel],ADSL,Integated Internet,,10,Mbps,10,,,,,ILS,,,93.90,,,,Yes,16%,3.88,24.20,3.996456993,23.50,2012Q3,ADSL infrastructure cost needs to be added to monthly cost for new customers,http://www.012.net/Internet/Pages/10MbADSL.aspx
Asia,Israel,012 Smile [Israel],ADSL,Integated Internet,,15,Mbps,15,,,,,ILS,,,110.90,,,,Yes,16%,3.88,28.58,3.996456993,27.75,2012Q3,ADSL infrastructure cost needs to be added to monthly cost for new customers,http://www.012.net/Internet/Pages/15MbADSL.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet Package 10 Mbs,,10,Mbps,10,,,,,ILS,,,100.00,12,,,Yes,16%,3.88,25.77,3.996456993,25.02,2012Q3,First 3 months free of charge and ILS100 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet Package 15 Mbs,,15,Mbps,15,,,,,ILS,,,110.00,12,,,Yes,16%,3.88,28.35,3.996456993,27.52,2012Q3,First 3 months free of charge and ILS110 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet Package 20 Mbs,,20,Mbps,20,,,,,ILS,,,120.00,12,,,Yes,16%,3.88,30.93,3.996456993,30.03,2012Q3,First 3 months free of charge and ILS120 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet Package 30 Mbs,,30,Mbps,30,,,,,ILS,,,130.00,12,,,Yes,16%,3.88,33.51,3.996456993,32.53,2012Q3,First 3 months free of charge and ILS130 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet Package 50 Mbs,,50,Mbps,50,,,,,ILS,,,140.00,12,,,Yes,16%,3.88,36.08,3.996456993,35.03,2012Q3,First 3 months free of charge and ILS140 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Bezeq [Israel],Fibre,Internet package Top 100 Mbs,Up to,100,Mbps,100,,,,,ILS,,,160.00,12,,,Yes,16%,3.88,41.24,3.996456993,40.04,2012Q3,First 3 months free of charge and ILS160 per month thereafter. Price includes VAT.,http://www.bezeq.co.il/NGN/Pages/ngn-special-offers.aspx
Asia,Israel,Hot [Israel],Cable,High speed internet,,2.5,Mbps,2.5,250,Kbps,,,ILS,299.00,,84.00,,,,Yes,16%,3.88,21.65,3.996456993,21.02,2012Q3,Installation fee is taken as the connection charge,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DHot%2Bisrael%2Binternet%26hl%3Den%26biw%3D1280%26bih%3D827%26prmd%3Dimvns&rurl=translate.google.lk&sl=iw&u=http://www.hot.net.il/heb/ChannelsAndPrices/internetoffers/pricelist/.aspx&usg=ALkJrhhzcOjlDtA9nJaGNwu7DBXvL7YL-Q
Asia,Israel,Hot [Israel],Cable,High speed internet,,5,Mbps,5,500,Kbps,,,ILS,299.00,,104.00,,,,Yes,16%,3.88,26.80,3.996456993,26.02,2012Q3,Installation fee is taken as the connection charge,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DHot%2Bisrael%2Binternet%26hl%3Den%26biw%3D1280%26bih%3D827%26prmd%3Dimvns&rurl=translate.google.lk&sl=iw&u=http://www.hot.net.il/heb/ChannelsAndPrices/internetoffers/pricelist/.aspx&usg=ALkJrhhzcOjlDtA9nJaGNwu7DBXvL7YL-Q
Asia,Israel,Hot [Israel],Cable,High speed internet,,12,Mbps,12,1000,Kbps,,,ILS,299.00,,124.00,,,,Yes,16%,3.88,31.96,3.996456993,31.03,2012Q3,Installation fee is taken as the connection charge,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DHot%2Bisrael%2Binternet%26hl%3Den%26biw%3D1280%26bih%3D827%26prmd%3Dimvns&rurl=translate.google.lk&sl=iw&u=http://www.hot.net.il/heb/ChannelsAndPrices/internetoffers/pricelist/.aspx&usg=ALkJrhhzcOjlDtA9nJaGNwu7DBXvL7YL-Q
Asia,Israel,Hot [Israel],Cable,High speed internet,,30,Mbps,30,1500,Kbps,,,ILS,299.00,,134.00,,,,Yes,16%,3.88,34.54,3.996456993,33.53,2012Q3,Installation fee is taken as the connection charge,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DHot%2Bisrael%2Binternet%26hl%3Den%26biw%3D1280%26bih%3D827%26prmd%3Dimvns&rurl=translate.google.lk&sl=iw&u=http://www.hot.net.il/heb/ChannelsAndPrices/internetoffers/pricelist/.aspx&usg=ALkJrhhzcOjlDtA9nJaGNwu7DBXvL7YL-Q
Asia,Israel,Hot [Israel],Cable,High speed internet,,100,Mbps,100,2000,Kbps,,,ILS,299.00,,619.00,,,,Yes,16%,3.88,159.54,3.996456993,154.89,2012Q3,Installation fee is taken as the connection charge,http://translate.googleusercontent.com/translate_c?hl=en&prev=/search%3Fq%3DHot%2Bisrael%2Binternet%26hl%3Den%26biw%3D1280%26bih%3D827%26prmd%3Dimvns&rurl=translate.google.lk&sl=iw&u=http://www.hot.net.il/heb/ChannelsAndPrices/internetoffers/pricelist/.aspx&usg=ALkJrhhzcOjlDtA9nJaGNwu7DBXvL7YL-Q
Europe,Italy,Fastweb [Italy],ADSL,Joy 19,Up to,20,Mbps,20,1,Mbps,,,EUR,0.00,,27.00,24,,,?,,0.81,33.33,0.798103672,33.83,2012Q3,Unlimited internet browsing. Free activation. Customers get the bonus to pay EUR19 only for the first 6months.,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=it&tl=en&u=http://www.fastweb.it/adsl-fibra-ottica/joy/&usg=ALkJrhgcH-cecDPBwr9mAmj97g98nflQgA
Europe,Italy,Fastweb [Italy],Fibre,Joy 19,Up to,10,Mbps,10,10,Mbps,,,EUR,0.00,,27.00,24,,,?,,0.81,33.33,0.798103672,33.83,2012Q3,Unlimited internet browsing. Free activation. Customers get the bonus to pay EUR19 only for the first 6months.,http://translate.googleusercontent.com/translate_c?hl=en&ie=UTF8&prev=_t&rurl=translate.google.com&sl=it&tl=en&u=http://www.fastweb.it/adsl-fibra-ottica/joy/&usg=ALkJrhgcH-cecDPBwr9mAmj97g98nflQgA
Europe,Italy,Libero [Italy],ADSL,Absolute ADSL,Up to,8,Mbps,8,512,Kbps,,,EUR,10.00,,19.95,24,,Unlimited,?,,0.81,24.63,0.798103672,25.00,2012Q3,"After the promotional contract of 1 year, the monthly charge will be EUR32.95. When it comes to connection fee,EUR10 is charged if the subscriber already has a phone line. If they are to buy a new phone line then the cost will be EUR19.99. No free voice minutes included. For every local & national call the subscriber take, the charge will be 18 cents per call. Calls to mobile phones will be charged at 19cents/minute.",http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.infostrada.it%2Fit%2Fadsl%2Fabsolute_adsl.phtml
Europe,Italy,Libero [Italy],ADSL,Absolute ADSL,Up to,20,Mbps,20,512,Kbps,,,EUR,10.00,,22.95,24,,Unlimited,?,,0.81,28.33,0.798103672,28.76,2012Q3,"After the promotional contract of 1 year, the monthly charge will be EUR32.95. When it comes to connection fee,EUR10 is charged if the subscriber already has a phone line. If they are to buy a new phone line then the cost will be EUR19.99. No free voice minutes included. For every local & national call the subscriber take, the charge will be 18 cents per call. Calls to mobile phones will be charged at 19cents/minute.",http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.infostrada.it%2Fit%2Fadsl%2Fabsolute_adsl.phtml
Europe,Italy,Telecom Italia [Italy],ADSL,Alice 7 mega,Up to,7,Mbps,7,384,Kbps,,,EUR,156.00,,20.12,,,,Yes,21%,0.81,24.84,0.798103672,25.21,2012Q3,"Unlimited internet browsing. Standard activation fee is EUR156.09, currently waived. First 5 months freeModem Wi-Fi N has a cost of EUR3.03/month.",http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.telecomitalia.it%2Finternet
Europe,Italy,Telecom Italia [Italy],Fibre,Fiber 100,Up to,100,Mbps,100,10,Mbps,,,EUR,121.00,,75.63,24,,,Yes,21%,0.81,93.37,0.798103672,94.76,2012Q3,Unlimited usage. The monthly price of EUR45.38 is in promotion for 1 year contract. After that the charge will be EUR75.63. Fiber modem wifi is included in the package.,http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.telecomitalia.it%2Finternet
Europe,Italy,Tiscali [Italy],ADSL,8 Mega ADSL,Up to,8,Mbps,8,512,Kbps,,,EUR,0.00,75,9.85,,Yes,,Yes,,0.81,12.28,0.798103672,12.47,2012Q3,Phone line requried in addition. Unlimited internet browsing. Free activation. Customers have to pay only  EUR4.95 for the first 4 months. Tiscali modem wifi can be get for one-off contribution of EUR75.,http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.tiscali.it%2F
Europe,Italy,Tiscali [Italy],ADSL,20 Mega ADSL,Up to,20,Mbps,20,1,Mbps,,,EUR,0.00,3.03,25.17,,Yes,,Yes,,0.81,31.07,0.798103672,31.54,2012Q3,Phone line requried in addition. Unlimited internet browsing. Free activation. Customers have to pay only  EUR9.95 for the first 2 months. Tiscali modem wifi can be get for a charge of EUR3.03/month.,http://translate.google.com/translate?sl=it&tl=en&js=n&prev=_t&hl=en&ie=UTF-8&layout=2&eotf=1&u=http%3A%2F%2Fwww.tiscali.it%2F
Asia,Japan,Jupiter Telecommunications [Japan],Cable,J:COM net ultra 160M Course,,160,Mbps,160,10,Mbps,,,JPY,,,"6,300.00",,,,Yes,5%,78.79,79.96,106.8766466,58.95,2012Q3,All the prices are inclusive of tax.,http://www.jcom.co.jp/english/services/net.html
Asia,Japan,Jupiter Telecommunications [Japan],Cable,J:COM net ultra 40M Course,,40,Mbps,40,2,Mbps,,,JPY,,,"5,575.00",,,,Yes,5%,78.79,70.76,106.8766466,52.16,2012Q3,All the prices are inclusive of tax.,http://www.jcom.co.jp/english/services/net.html
